Measure,Metric,Risk,Cause,Location,Age,Sex,Year,Value,Upper,Lower
Deaths,Rate,Ambient particulate matter pollution,All causes,North Macedonia,Age-standardized,Males,1990,137.01,191.75,81.13
Deaths,Rate,Ambient particulate matter pollution,All causes,North Macedonia,Age-standardized,Females,1990,96.80,139.04,55.73
Deaths,Rate,Ambient particulate matter pollution,All causes,Luxembourg,Age-standardized,Males,1990,56.49,97.01,22.08
Deaths,Rate,Ambient particulate matter pollution,All causes,Luxembourg,Age-standardized,Females,1990,26.68,46.46,10.80
Deaths,Rate,Ambient particulate matter pollution,All causes,Belarus,Age-standardized,Males,1990,118.28,179.22,62.12
Deaths,Rate,Ambient particulate matter pollution,All causes,Belarus,Age-standardized,Females,1990,63.74,97.74,33.45
Deaths,Rate,Ambient particulate matter pollution,All causes,Czechia,Age-standardized,Males,1990,136.09,201.90,73.61
Deaths,Rate,Ambient particulate matter pollution,All causes,Czechia,Age-standardized,Females,1990,68.19,101.87,36.01
Deaths,Rate,Ambient particulate matter pollution,All causes,Poland,Age-standardized,Males,1990,130.88,188.02,74.69
Deaths,Rate,Ambient particulate matter pollution,All causes,Poland,Age-standardized,Females,1990,61.13,89.01,34.66
Deaths,Rate,Ambient particulate matter pollution,All causes,Germany,Age-standardized,Males,1990,69.91,110.16,33.43
Deaths,Rate,Ambient particulate matter pollution,All causes,Germany,Age-standardized,Females,1990,35.47,56.56,16.99
Deaths,Rate,Ambient particulate matter pollution,All causes,Austria,Age-standardized,Males,1990,61.11,94.95,30.68
Deaths,Rate,Ambient particulate matter pollution,All causes,Austria,Age-standardized,Females,1990,31.46,49.29,16.15
Deaths,Rate,Ambient particulate matter pollution,All causes,Cyprus,Age-standardized,Males,1990,59.72,100.36,25.58
Deaths,Rate,Ambient particulate matter pollution,All causes,Cyprus,Age-standardized,Females,1990,54.52,92.96,23.29
Deaths,Rate,Ambient particulate matter pollution,All causes,Finland,Age-standardized,Males,1990,28.01,61.29,3.37
Deaths,Rate,Ambient particulate matter pollution,All causes,Finland,Age-standardized,Females,1990,12.90,28.25,1.68
Deaths,Rate,Ambient particulate matter pollution,All causes,Serbia,Age-standardized,Males,1990,110.80,160.91,62.39
Deaths,Rate,Ambient particulate matter pollution,All causes,Serbia,Age-standardized,Females,1990,77.10,115.79,41.55
Deaths,Rate,Ambient particulate matter pollution,All causes,San Marino,Age-standardized,Males,1990,20.86,42.77,5.03
Deaths,Rate,Ambient particulate matter pollution,All causes,San Marino,Age-standardized,Females,1990,10.74,21.60,2.61
Deaths,Rate,Ambient particulate matter pollution,All causes,Netherlands,Age-standardized,Males,1990,64.26,101.37,30.30
Deaths,Rate,Ambient particulate matter pollution,All causes,Netherlands,Age-standardized,Females,1990,27.62,44.71,13.20
Deaths,Rate,Ambient particulate matter pollution,All causes,Andorra,Age-standardized,Males,1990,27.32,51.03,8.58
Deaths,Rate,Ambient particulate matter pollution,All causes,Andorra,Age-standardized,Females,1990,12.33,23.47,3.99
Deaths,Rate,Ambient particulate matter pollution,All causes,Republic of Moldova,Age-standardized,Males,1990,90.76,149.50,43.37
Deaths,Rate,Ambient particulate matter pollution,All causes,Republic of Moldova,Age-standardized,Females,1990,53.93,91.99,24.49
Deaths,Rate,Ambient particulate matter pollution,All causes,Portugal,Age-standardized,Males,1990,38.03,72.19,12.54
Deaths,Rate,Ambient particulate matter pollution,All causes,Portugal,Age-standardized,Females,1990,23.19,44.00,7.62
Deaths,Rate,Ambient particulate matter pollution,All causes,Latvia,Age-standardized,Males,1990,107.57,166.14,55.67
Deaths,Rate,Ambient particulate matter pollution,All causes,Latvia,Age-standardized,Females,1990,55.78,87.33,28.02
Deaths,Rate,Ambient particulate matter pollution,All causes,Sweden,Age-standardized,Males,1990,23.40,49.07,4.39
Deaths,Rate,Ambient particulate matter pollution,All causes,Sweden,Age-standardized,Females,1990,11.95,24.60,2.33
Deaths,Rate,Ambient particulate matter pollution,All causes,Italy,Age-standardized,Males,1990,63.49,94.45,35.17
Deaths,Rate,Ambient particulate matter pollution,All causes,Italy,Age-standardized,Females,1990,32.17,47.88,17.85
Deaths,Rate,Ambient particulate matter pollution,All causes,Monaco,Age-standardized,Males,1990,23.31,49.99,2.33
Deaths,Rate,Ambient particulate matter pollution,All causes,Monaco,Age-standardized,Females,1990,11.48,24.71,1.34
Deaths,Rate,Ambient particulate matter pollution,All causes,Ukraine,Age-standardized,Males,1990,114.17,181.48,56.36
Deaths,Rate,Ambient particulate matter pollution,All causes,Ukraine,Age-standardized,Females,1990,64.29,102.26,30.20
Deaths,Rate,Ambient particulate matter pollution,All causes,Montenegro,Age-standardized,Males,1990,99.43,144.48,57.50
Deaths,Rate,Ambient particulate matter pollution,All causes,Montenegro,Age-standardized,Females,1990,54.80,82.32,30.17
Deaths,Rate,Ambient particulate matter pollution,All causes,Greece,Age-standardized,Males,1990,57.39,91.58,27.41
Deaths,Rate,Ambient particulate matter pollution,All causes,Greece,Age-standardized,Females,1990,36.77,59.44,17.78
Deaths,Rate,Ambient particulate matter pollution,All causes,Ireland,Age-standardized,Males,1990,49.29,90.75,14.21
Deaths,Rate,Ambient particulate matter pollution,All causes,Ireland,Age-standardized,Females,1990,26.50,49.34,8.37
Deaths,Rate,Ambient particulate matter pollution,All causes,Croatia,Age-standardized,Males,1990,105.09,158.07,55.42
Deaths,Rate,Ambient particulate matter pollution,All causes,Croatia,Age-standardized,Females,1990,58.27,88.56,30.83
Deaths,Rate,Ambient particulate matter pollution,All causes,Slovakia,Age-standardized,Males,1990,135.40,202.17,72.93
Deaths,Rate,Ambient particulate matter pollution,All causes,Slovakia,Age-standardized,Females,1990,72.14,107.21,39.19
Deaths,Rate,Ambient particulate matter pollution,All causes,Norway,Age-standardized,Males,1990,32.68,62.88,8.56
Deaths,Rate,Ambient particulate matter pollution,All causes,Norway,Age-standardized,Females,1990,16.25,31.62,4.50
Deaths,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,Age-standardized,Males,1990,75.76,117.69,40.08
Deaths,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,Age-standardized,Females,1990,43.26,70.11,21.46
Deaths,Rate,Ambient particulate matter pollution,All causes,Hungary,Age-standardized,Males,1990,114.22,172.86,61.88
Deaths,Rate,Ambient particulate matter pollution,All causes,Hungary,Age-standardized,Females,1990,56.25,85.87,29.90
Deaths,Rate,Ambient particulate matter pollution,All causes,Romania,Age-standardized,Males,1990,90.70,139.19,47.15
Deaths,Rate,Ambient particulate matter pollution,All causes,Romania,Age-standardized,Females,1990,57.00,90.71,29.50
Deaths,Rate,Ambient particulate matter pollution,All causes,United Kingdom,Age-standardized,Males,1990,62.43,103.88,26.63
Deaths,Rate,Ambient particulate matter pollution,All causes,United Kingdom,Age-standardized,Females,1990,32.75,55.21,13.68
Deaths,Rate,Ambient particulate matter pollution,All causes,Spain,Age-standardized,Males,1990,36.33,63.94,14.07
Deaths,Rate,Ambient particulate matter pollution,All causes,Spain,Age-standardized,Females,1990,18.39,32.89,7.28
Deaths,Rate,Ambient particulate matter pollution,All causes,Malta,Age-standardized,Males,1990,56.84,96.06,23.81
Deaths,Rate,Ambient particulate matter pollution,All causes,Malta,Age-standardized,Females,1990,31.54,53.37,13.27
Deaths,Rate,Ambient particulate matter pollution,All causes,France,Age-standardized,Males,1990,40.06,66.26,18.14
Deaths,Rate,Ambient particulate matter pollution,All causes,France,Age-standardized,Females,1990,17.56,29.11,7.92
Deaths,Rate,Ambient particulate matter pollution,All causes,Lithuania,Age-standardized,Males,1990,79.95,130.85,37.28
Deaths,Rate,Ambient particulate matter pollution,All causes,Lithuania,Age-standardized,Females,1990,40.88,68.27,19.04
Deaths,Rate,Ambient particulate matter pollution,All causes,Denmark,Age-standardized,Males,1990,60.45,100.04,25.23
Deaths,Rate,Ambient particulate matter pollution,All causes,Denmark,Age-standardized,Females,1990,32.11,53.69,13.09
Deaths,Rate,Ambient particulate matter pollution,All causes,Estonia,Age-standardized,Males,1990,51.91,96.10,20.05
Deaths,Rate,Ambient particulate matter pollution,All causes,Estonia,Age-standardized,Females,1990,25.88,48.11,10.76
Deaths,Rate,Ambient particulate matter pollution,All causes,Belgium,Age-standardized,Males,1990,67.00,106.22,32.06
Deaths,Rate,Ambient particulate matter pollution,All causes,Belgium,Age-standardized,Females,1990,30.23,48.12,14.68
Deaths,Rate,Ambient particulate matter pollution,All causes,Russian Federation,Age-standardized,Males,1990,103.48,169.57,44.58
Deaths,Rate,Ambient particulate matter pollution,All causes,Russian Federation,Age-standardized,Females,1990,54.14,90.26,23.72
Deaths,Rate,Ambient particulate matter pollution,All causes,Switzerland,Age-standardized,Males,1990,47.35,78.13,20.92
Deaths,Rate,Ambient particulate matter pollution,All causes,Switzerland,Age-standardized,Females,1990,22.39,37.48,9.85
Deaths,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,Age-standardized,Males,2019,77.98,99.12,59.07
Deaths,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,Age-standardized,Females,2019,50.81,64.98,37.74
Deaths,Rate,Ambient particulate matter pollution,All causes,Albania,Age-standardized,Males,2019,48.53,66.00,34.78
Deaths,Rate,Ambient particulate matter pollution,All causes,Albania,Age-standardized,Females,2019,27.22,36.94,19.26
Deaths,Rate,Ambient particulate matter pollution,All causes,Bulgaria,Age-standardized,Males,2019,82.88,103.58,63.72
Deaths,Rate,Ambient particulate matter pollution,All causes,Bulgaria,Age-standardized,Females,2019,46.38,58.48,35.71
Deaths,Rate,Ambient particulate matter pollution,All causes,Republic of Moldova,Age-standardized,Males,2019,49.70,72.61,29.12
Deaths,Rate,Ambient particulate matter pollution,All causes,Republic of Moldova,Age-standardized,Females,2019,27.88,40.75,16.18
Deaths,Rate,Ambient particulate matter pollution,All causes,Ukraine,Age-standardized,Males,2019,82.04,119.52,49.12
Deaths,Rate,Ambient particulate matter pollution,All causes,Ukraine,Age-standardized,Females,2019,39.85,59.51,24.47
Deaths,Rate,Ambient particulate matter pollution,All causes,Russian Federation,Age-standardized,Males,2019,44.39,65.79,24.38
Deaths,Rate,Ambient particulate matter pollution,All causes,Russian Federation,Age-standardized,Females,2019,23.23,34.38,13.19
Deaths,Rate,Ambient particulate matter pollution,All causes,Finland,Age-standardized,Males,2019,4.02,8.07,0.86
Deaths,Rate,Ambient particulate matter pollution,All causes,Finland,Age-standardized,Females,2019,2.00,3.99,0.44
Deaths,Rate,Ambient particulate matter pollution,All causes,Germany,Age-standardized,Males,2019,17.21,21.81,12.88
Deaths,Rate,Ambient particulate matter pollution,All causes,Germany,Age-standardized,Females,2019,9.54,12.16,7.11
Deaths,Rate,Ambient particulate matter pollution,All causes,France,Age-standardized,Males,2019,12.48,16.20,9.09
Deaths,Rate,Ambient particulate matter pollution,All causes,France,Age-standardized,Females,2019,5.74,7.50,4.19
Deaths,Rate,Ambient particulate matter pollution,All causes,Monaco,Age-standardized,Males,2019,18.69,27.22,11.03
Deaths,Rate,Ambient particulate matter pollution,All causes,Monaco,Age-standardized,Females,2019,10.69,15.87,6.04
Deaths,Rate,Ambient particulate matter pollution,All causes,Slovenia,Age-standardized,Males,2019,25.55,33.92,18.69
Deaths,Rate,Ambient particulate matter pollution,All causes,Slovenia,Age-standardized,Females,2019,11.54,15.55,8.25
Deaths,Rate,Ambient particulate matter pollution,All causes,Serbia,Age-standardized,Males,2019,81.64,101.83,63.42
Deaths,Rate,Ambient particulate matter pollution,All causes,Serbia,Age-standardized,Females,2019,58.56,72.28,45.49
Deaths,Rate,Ambient particulate matter pollution,All causes,Belarus,Age-standardized,Males,2019,77.08,105.78,53.57
Deaths,Rate,Ambient particulate matter pollution,All causes,Belarus,Age-standardized,Females,2019,36.36,49.63,25.57
Deaths,Rate,Ambient particulate matter pollution,All causes,Netherlands,Age-standardized,Males,2019,16.16,20.46,11.92
Deaths,Rate,Ambient particulate matter pollution,All causes,Netherlands,Age-standardized,Females,2019,10.15,13.02,7.46
Deaths,Rate,Ambient particulate matter pollution,All causes,Portugal,Age-standardized,Males,2019,10.39,15.04,6.20
Deaths,Rate,Ambient particulate matter pollution,All causes,Portugal,Age-standardized,Females,2019,5.67,8.27,3.39
Deaths,Rate,Ambient particulate matter pollution,All causes,Montenegro,Age-standardized,Males,2019,75.78,95.15,57.80
Deaths,Rate,Ambient particulate matter pollution,All causes,Montenegro,Age-standardized,Females,2019,45.83,56.67,34.74
Deaths,Rate,Ambient particulate matter pollution,All causes,Austria,Age-standardized,Males,2019,16.24,20.37,12.19
Deaths,Rate,Ambient particulate matter pollution,All causes,Austria,Age-standardized,Females,2019,8.97,11.40,6.65
Deaths,Rate,Ambient particulate matter pollution,All causes,Cyprus,Age-standardized,Males,2019,29.16,37.27,22.24
Deaths,Rate,Ambient particulate matter pollution,All causes,Cyprus,Age-standardized,Females,2019,17.78,22.92,13.52
Deaths,Rate,Ambient particulate matter pollution,All causes,Latvia,Age-standardized,Males,2019,36.84,51.65,25.16
Deaths,Rate,Ambient particulate matter pollution,All causes,Latvia,Age-standardized,Females,2019,19.44,27.61,12.86
Deaths,Rate,Ambient particulate matter pollution,All causes,Romania,Age-standardized,Males,2019,50.92,64.58,39.56
Deaths,Rate,Ambient particulate matter pollution,All causes,Romania,Age-standardized,Females,2019,28.50,36.14,21.97
Deaths,Rate,Ambient particulate matter pollution,All causes,San Marino,Age-standardized,Males,2019,10.48,18.55,4.17
Deaths,Rate,Ambient particulate matter pollution,All causes,San Marino,Age-standardized,Females,2019,5.79,10.76,2.35
Deaths,Rate,Ambient particulate matter pollution,All causes,Slovakia,Age-standardized,Males,2019,50.99,65.50,37.81
Deaths,Rate,Ambient particulate matter pollution,All causes,Slovakia,Age-standardized,Females,2019,28.67,36.70,21.27
Deaths,Rate,Ambient particulate matter pollution,All causes,Sweden,Age-standardized,Males,2019,3.43,6.69,0.97
Deaths,Rate,Ambient particulate matter pollution,All causes,Sweden,Age-standardized,Females,2019,2.25,4.36,0.64
Deaths,Rate,Ambient particulate matter pollution,All causes,Italy,Age-standardized,Males,2019,20.24,24.44,16.27
Deaths,Rate,Ambient particulate matter pollution,All causes,Italy,Age-standardized,Females,2019,10.54,12.84,8.18
Deaths,Rate,Ambient particulate matter pollution,All causes,Andorra,Age-standardized,Males,2019,9.73,14.96,5.21
Deaths,Rate,Ambient particulate matter pollution,All causes,Andorra,Age-standardized,Females,2019,4.74,7.69,2.42
Deaths,Rate,Ambient particulate matter pollution,All causes,Malta,Age-standardized,Males,2019,20.94,26.65,15.48
Deaths,Rate,Ambient particulate matter pollution,All causes,Malta,Age-standardized,Females,2019,10.66,13.74,7.60
Deaths,Rate,Ambient particulate matter pollution,All causes,Norway,Age-standardized,Males,2019,4.66,8.03,1.81
Deaths,Rate,Ambient particulate matter pollution,All causes,Norway,Age-standardized,Females,2019,3.05,5.25,1.21
Deaths,Rate,Ambient particulate matter pollution,All causes,Spain,Age-standardized,Males,2019,11.74,15.74,7.98
Deaths,Rate,Ambient particulate matter pollution,All causes,Spain,Age-standardized,Females,2019,5.19,7.03,3.51
Deaths,Rate,Ambient particulate matter pollution,All causes,Switzerland,Age-standardized,Males,2019,9.15,12.33,6.19
Deaths,Rate,Ambient particulate matter pollution,All causes,Switzerland,Age-standardized,Females,2019,5.32,7.24,3.57
Deaths,Rate,Ambient particulate matter pollution,All causes,Poland,Age-standardized,Males,2019,54.91,70.45,42.53
Deaths,Rate,Ambient particulate matter pollution,All causes,Poland,Age-standardized,Females,2019,26.60,33.96,20.48
Deaths,Rate,Ambient particulate matter pollution,All causes,Luxembourg,Age-standardized,Males,2019,11.47,15.55,7.60
Deaths,Rate,Ambient particulate matter pollution,All causes,Luxembourg,Age-standardized,Females,2019,6.09,8.36,4.01
Deaths,Rate,Ambient particulate matter pollution,All causes,Estonia,Age-standardized,Males,2019,8.15,14.78,2.78
Deaths,Rate,Ambient particulate matter pollution,All causes,Estonia,Age-standardized,Females,2019,3.98,6.98,1.61
Deaths,Rate,Ambient particulate matter pollution,All causes,Hungary,Age-standardized,Males,2019,47.68,60.24,36.46
Deaths,Rate,Ambient particulate matter pollution,All causes,Hungary,Age-standardized,Females,2019,26.29,33.29,19.87
Deaths,Rate,Ambient particulate matter pollution,All causes,United Kingdom,Age-standardized,Males,2019,13.44,18.03,9.07
Deaths,Rate,Ambient particulate matter pollution,All causes,United Kingdom,Age-standardized,Females,2019,8.54,11.61,5.76
Deaths,Rate,Ambient particulate matter pollution,All causes,Denmark,Age-standardized,Males,2019,13.14,18.46,8.34
Deaths,Rate,Ambient particulate matter pollution,All causes,Denmark,Age-standardized,Females,2019,8.71,12.18,5.43
Deaths,Rate,Ambient particulate matter pollution,All causes,Belgium,Age-standardized,Males,2019,18.84,23.77,14.28
Deaths,Rate,Ambient particulate matter pollution,All causes,Belgium,Age-standardized,Females,2019,9.80,12.38,7.40
Deaths,Rate,Ambient particulate matter pollution,All causes,Lithuania,Age-standardized,Males,2019,29.84,42.46,19.45
Deaths,Rate,Ambient particulate matter pollution,All causes,Lithuania,Age-standardized,Females,2019,14.46,20.55,9.46
Deaths,Rate,Ambient particulate matter pollution,All causes,Croatia,Age-standardized,Males,2019,44.80,57.77,33.12
Deaths,Rate,Ambient particulate matter pollution,All causes,Croatia,Age-standardized,Females,2019,24.76,31.73,18.36
Deaths,Rate,Ambient particulate matter pollution,All causes,Ireland,Age-standardized,Males,2019,8.83,13.20,4.57
Deaths,Rate,Ambient particulate matter pollution,All causes,Ireland,Age-standardized,Females,2019,5.48,8.38,2.88
Deaths,Rate,Ambient particulate matter pollution,All causes,Greece,Age-standardized,Males,2019,27.99,34.22,21.42
Deaths,Rate,Ambient particulate matter pollution,All causes,Greece,Age-standardized,Females,2019,15.77,19.47,12.09
Deaths,Rate,Ambient particulate matter pollution,All causes,North Macedonia,Age-standardized,Males,2019,114.05,140.96,89.45
Deaths,Rate,Ambient particulate matter pollution,All causes,North Macedonia,Age-standardized,Females,2019,84.02,104.57,64.87
Deaths,Rate,Ambient particulate matter pollution,All causes,Czechia,Age-standardized,Males,2019,38.29,49.07,29.28
Deaths,Rate,Ambient particulate matter pollution,All causes,Czechia,Age-standardized,Females,2019,21.18,26.78,16.16
Deaths,Rate,Ambient particulate matter pollution,All causes,Iceland,Age-standardized,Males,2019,3.55,7.14,0.79
Deaths,Rate,Ambient particulate matter pollution,All causes,Iceland,Age-standardized,Females,2019,1.82,3.68,0.40
DALYs,Rate,Ambient particulate matter pollution,All causes,Serbia,Age-standardized,Males,1990,2766.44,4019.68,1599.86
DALYs,Rate,Ambient particulate matter pollution,All causes,Serbia,Age-standardized,Females,1990,1696.82,2549.98,922.38
DALYs,Rate,Ambient particulate matter pollution,All causes,Croatia,Age-standardized,Males,1990,2469.82,3627.94,1354.26
DALYs,Rate,Ambient particulate matter pollution,All causes,Croatia,Age-standardized,Females,1990,1225.50,1800.72,682.45
DALYs,Rate,Ambient particulate matter pollution,All causes,Lithuania,Age-standardized,Males,1990,1954.75,3143.03,939.99
DALYs,Rate,Ambient particulate matter pollution,All causes,Lithuania,Age-standardized,Females,1990,859.97,1390.83,420.43
DALYs,Rate,Ambient particulate matter pollution,All causes,France,Age-standardized,Males,1990,890.39,1441.18,408.14
DALYs,Rate,Ambient particulate matter pollution,All causes,France,Age-standardized,Females,1990,353.81,559.38,161.99
DALYs,Rate,Ambient particulate matter pollution,All causes,Luxembourg,Age-standardized,Males,1990,1242.86,2070.16,512.12
DALYs,Rate,Ambient particulate matter pollution,All causes,Luxembourg,Age-standardized,Females,1990,551.13,940.25,235.44
DALYs,Rate,Ambient particulate matter pollution,All causes,Hungary,Age-standardized,Males,1990,2930.91,4404.71,1652.22
DALYs,Rate,Ambient particulate matter pollution,All causes,Hungary,Age-standardized,Females,1990,1337.35,2015.92,734.67
DALYs,Rate,Ambient particulate matter pollution,All causes,Switzerland,Age-standardized,Males,1990,1053.55,1689.08,482.23
DALYs,Rate,Ambient particulate matter pollution,All causes,Switzerland,Age-standardized,Females,1990,469.17,749.95,215.09
DALYs,Rate,Ambient particulate matter pollution,All causes,Russian Federation,Age-standardized,Males,1990,2506.09,4043.18,1153.21
DALYs,Rate,Ambient particulate matter pollution,All causes,Russian Federation,Age-standardized,Females,1990,1175.92,1897.19,551.61
DALYs,Rate,Ambient particulate matter pollution,All causes,Greece,Age-standardized,Males,1990,1326.18,2041.76,660.20
DALYs,Rate,Ambient particulate matter pollution,All causes,Greece,Age-standardized,Females,1990,733.69,1146.81,365.01
DALYs,Rate,Ambient particulate matter pollution,All causes,Italy,Age-standardized,Males,1990,1446.42,2092.30,836.23
DALYs,Rate,Ambient particulate matter pollution,All causes,Italy,Age-standardized,Females,1990,677.94,979.30,395.36
DALYs,Rate,Ambient particulate matter pollution,All causes,Netherlands,Age-standardized,Males,1990,1426.85,2239.70,697.78
DALYs,Rate,Ambient particulate matter pollution,All causes,Netherlands,Age-standardized,Females,1990,611.05,951.67,297.25
DALYs,Rate,Ambient particulate matter pollution,All causes,Slovenia,Age-standardized,Males,1990,1877.86,2929.70,1011.39
DALYs,Rate,Ambient particulate matter pollution,All causes,Slovenia,Age-standardized,Females,1990,870.67,1355.30,481.90
DALYs,Rate,Ambient particulate matter pollution,All causes,Austria,Age-standardized,Males,1990,1367.06,2091.68,701.26
DALYs,Rate,Ambient particulate matter pollution,All causes,Austria,Age-standardized,Females,1990,649.27,999.70,342.37
DALYs,Rate,Ambient particulate matter pollution,All causes,Montenegro,Age-standardized,Males,1990,2447.52,3518.81,1404.54
DALYs,Rate,Ambient particulate matter pollution,All causes,Montenegro,Age-standardized,Females,1990,1278.66,1893.33,712.58
DALYs,Rate,Ambient particulate matter pollution,All causes,Ireland,Age-standardized,Males,1990,1055.65,1900.67,336.18
DALYs,Rate,Ambient particulate matter pollution,All causes,Ireland,Age-standardized,Females,1990,536.32,961.16,178.17
DALYs,Rate,Ambient particulate matter pollution,All causes,Andorra,Age-standardized,Males,1990,613.97,1134.39,201.65
DALYs,Rate,Ambient particulate matter pollution,All causes,Andorra,Age-standardized,Females,1990,281.46,504.94,103.24
DALYs,Rate,Ambient particulate matter pollution,All causes,Latvia,Age-standardized,Males,1990,2609.34,3966.97,1392.19
DALYs,Rate,Ambient particulate matter pollution,All causes,Latvia,Age-standardized,Females,1990,1175.38,1811.23,615.73
DALYs,Rate,Ambient particulate matter pollution,All causes,Albania,Age-standardized,Males,1990,1618.28,2634.79,800.49
DALYs,Rate,Ambient particulate matter pollution,All causes,Albania,Age-standardized,Females,1990,890.76,1490.68,434.55
DALYs,Rate,Ambient particulate matter pollution,All causes,Belarus,Age-standardized,Males,1990,2907.81,4378.00,1622.65
DALYs,Rate,Ambient particulate matter pollution,All causes,Belarus,Age-standardized,Females,1990,1376.49,2065.64,757.80
DALYs,Rate,Ambient particulate matter pollution,All causes,Cyprus,Age-standardized,Males,1990,1316.98,2151.63,576.47
DALYs,Rate,Ambient particulate matter pollution,All causes,Cyprus,Age-standardized,Females,1990,920.84,1530.13,418.46
DALYs,Rate,Ambient particulate matter pollution,All causes,Sweden,Age-standardized,Males,1990,516.92,1047.13,104.67
DALYs,Rate,Ambient particulate matter pollution,All causes,Sweden,Age-standardized,Females,1990,258.18,516.94,60.80
DALYs,Rate,Ambient particulate matter pollution,All causes,Portugal,Age-standardized,Males,1990,861.91,1598.20,292.77
DALYs,Rate,Ambient particulate matter pollution,All causes,Portugal,Age-standardized,Females,1990,486.19,884.20,167.90
DALYs,Rate,Ambient particulate matter pollution,All causes,Slovakia,Age-standardized,Males,1990,3339.60,4895.57,1892.45
DALYs,Rate,Ambient particulate matter pollution,All causes,Slovakia,Age-standardized,Females,1990,1583.99,2335.41,893.05
DALYs,Rate,Ambient particulate matter pollution,All causes,Germany,Age-standardized,Males,1990,1563.80,2424.66,759.97
DALYs,Rate,Ambient particulate matter pollution,All causes,Germany,Age-standardized,Females,1990,743.29,1158.90,358.96
DALYs,Rate,Ambient particulate matter pollution,All causes,Bulgaria,Age-standardized,Males,1990,3327.38,4937.91,1843.07
DALYs,Rate,Ambient particulate matter pollution,All causes,Bulgaria,Age-standardized,Females,1990,1763.55,2620.92,968.66
DALYs,Rate,Ambient particulate matter pollution,All causes,Finland,Age-standardized,Males,1990,661.44,1411.88,104.52
DALYs,Rate,Ambient particulate matter pollution,All causes,Finland,Age-standardized,Females,1990,276.24,574.13,45.33
DALYs,Rate,Ambient particulate matter pollution,All causes,Malta,Age-standardized,Males,1990,1259.55,2089.15,538.87
DALYs,Rate,Ambient particulate matter pollution,All causes,Malta,Age-standardized,Females,1990,687.39,1135.77,288.89
DALYs,Rate,Ambient particulate matter pollution,All causes,North Macedonia,Age-standardized,Males,1990,3417.27,4758.60,2055.14
DALYs,Rate,Ambient particulate matter pollution,All causes,North Macedonia,Age-standardized,Females,1990,2269.16,3261.60,1301.35
DALYs,Rate,Ambient particulate matter pollution,All causes,United Kingdom,Age-standardized,Males,1990,1391.10,2254.65,610.70
DALYs,Rate,Ambient particulate matter pollution,All causes,United Kingdom,Age-standardized,Females,1990,699.84,1140.28,316.68
DALYs,Rate,Ambient particulate matter pollution,All causes,Republic of Moldova,Age-standardized,Males,1990,2191.07,3596.09,1049.05
DALYs,Rate,Ambient particulate matter pollution,All causes,Republic of Moldova,Age-standardized,Females,1990,1236.05,2078.62,574.49
DALYs,Rate,Ambient particulate matter pollution,All causes,Iceland,Age-standardized,Males,1990,314.55,741.17,34.84
DALYs,Rate,Ambient particulate matter pollution,All causes,Iceland,Age-standardized,Females,1990,182.18,424.35,25.96
DALYs,Rate,Ambient particulate matter pollution,All causes,Czechia,Age-standardized,Males,1990,3222.81,4702.98,1805.65
DALYs,Rate,Ambient particulate matter pollution,All causes,Czechia,Age-standardized,Females,1990,1440.57,2093.37,796.66
DALYs,Rate,Ambient particulate matter pollution,All causes,San Marino,Age-standardized,Males,1990,481.73,941.75,126.30
DALYs,Rate,Ambient particulate matter pollution,All causes,San Marino,Age-standardized,Females,1990,248.10,478.17,73.21
DALYs,Rate,Ambient particulate matter pollution,All causes,Spain,Age-standardized,Males,1990,845.72,1444.65,340.35
DALYs,Rate,Ambient particulate matter pollution,All causes,Spain,Age-standardized,Females,1990,391.03,676.92,162.42
DALYs,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,Age-standardized,Males,1990,1844.24,2844.14,961.13
DALYs,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,Age-standardized,Females,1990,971.34,1544.88,482.16
DALYs,Rate,Ambient particulate matter pollution,All causes,Belgium,Age-standardized,Males,1990,1468.36,2276.61,712.18
DALYs,Rate,Ambient particulate matter pollution,All causes,Belgium,Age-standardized,Females,1990,648.32,1016.35,323.91
DALYs,Rate,Ambient particulate matter pollution,All causes,Romania,Age-standardized,Males,1990,2309.47,3582.96,1243.67
DALYs,Rate,Ambient particulate matter pollution,All causes,Romania,Age-standardized,Females,1990,1334.14,2110.54,697.04
DALYs,Rate,Ambient particulate matter pollution,All causes,Norway,Age-standardized,Males,1990,760.78,1409.49,211.60
DALYs,Rate,Ambient particulate matter pollution,All causes,Norway,Age-standardized,Females,1990,357.22,656.49,117.61
DALYs,Rate,Ambient particulate matter pollution,All causes,Monaco,Age-standardized,Males,1990,529.83,1134.06,67.49
DALYs,Rate,Ambient particulate matter pollution,All causes,Monaco,Age-standardized,Females,1990,254.38,526.47,41.67
DALYs,Rate,Ambient particulate matter pollution,All causes,Estonia,Age-standardized,Males,1990,1260.87,2275.11,512.66
DALYs,Rate,Ambient particulate matter pollution,All causes,Estonia,Age-standardized,Females,1990,545.49,968.17,238.34
DALYs,Rate,Ambient particulate matter pollution,All causes,Denmark,Age-standardized,Males,1990,1343.32,2217.49,592.66
